Timestamp (ms),acc_x,acc_y,acc_z,label,category,participant,set
2024-11-21 15:13:29.200,-0.033988358333333336,-0.06649967333333333,-0.034401168,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:29.400,-0.020688612755555554,-0.2091206422222222,-0.0017527433333333333,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:29.600,-0.061919508,,0.0397333562,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:29.800,0.034639700571428574,-0.15241867785714286,-0.060403967428571424,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:30.000,0.14090199384615384,-0.04548609306153846,-0.14670917353846155,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:30.200,0.0402804802,,0.0313030528,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:30.400,0.027779465555555556,,-0.1363196961111111,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:30.600,0.023487477999999996,-0.005819089333333335,-0.1245388448,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:30.800,0.05885620933333333,-0.048541513,-0.08669853233333334,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:31.000,0.03487683,0.06840232255555555,-0.13096866104444443,Arnold-press,Heavy,Razvan,21.0
